96,6,6,7,30,6,9,0,1,3,2,0
97,6,6,9,0,6,10,30,1,3,2,0
98,6,6,10,30,6,12,0,1,3,2,0
99,6,6,12,0,6,13,30,1,4,2,0
100,6,6,13,30,6,15,0,1,4,2,0
101,6,6,15,0,6,16,30,1,4,2,0
102,6,6,16,30,6,18,0,1,4,2,0
103,6,6,18,0,6,19,30,1,4,2,0
104,6,6,19,30,6,21,0,1,4,2,0
105,6,6,21,0,6,22,30,1,4,2,0
106,6,6,22,30,6,24,0,1,4,2,0
107,6,6,6,0,6,7,30,1,0,2,0
108,6,6,8,30,6,10,0,1,0,2,0
109,7,7,0,0,7,1,30,1,3,2,0
110,7,7,1,30,7,3,0,1,3,2,0
111,7,7,3,0,7,4,30,1,3,2,0
112,7,7,4,30,7,6,0,1,3,2,0
113,7,7,6,0,7,7,30,1,3,2,0
114,7,7,7,30,7,9,0,1,3,2,0
115,7,7,9,0,7,10,30,1,3,2,0
116,7,7,10,30,7,12,0,1,3,2,0
117,7,7,12,0,7,13,30,1,4,2,0
118,7,7,13,30,7,15,0,1,4,2,0
119,7,7,15,0,7,16,30,1,4,2,0
120,7,7,16,30,7,18,0,1,4,2,0
121,7,7,18,0,7,19,30,1,4,2,0
122,7,7,19,30,7,21,0,1,4,2,0
123,7,7,21,0,7,22,30,1,4,2,0
124,7,7,22,30,7,24,0,1,4,2,0
125,7,7,6,0,7,7,30,1,1,2,0
126,7,7,8,30,7,10,0,1,1,2,0
